business_id,avg_rating,no_of_words,no_of_reviews,unique_no_of_food_entities,no_of_food_entities
vbuePEUjg869T_HWyz0qCw,4.0,3816,31,171,600
D7LEI9LQfiXS0mSB5A3k9Q,3.0,1567,19,69,264
Gt76NQ7VGD3ijC_VUTsusg,3.5,346,4,72,95
PwpfzdITG3-D5G1LBCwHsg,2.5,1675,16,82,325
4XZmBXSb-IvtkQ2nx_TQSg,3.5,401,4,114,137
uMxfxbqT27XDeU9UTXeErg,4.0,29983,227,658,5421
ff00hYO8rPFDOF8YKhLTdw,2.5,1014,14,66,189
q-UtIUIsL6W7_fxuxBfxeA,2.0,404,5,39,66
_uf5F_RiMBPHSl2Saex8AA,3.0,1149,9,93,242
9qxRn-qokwlmnRnv6-baLA,2.5,148,4,12,20
1E53rS8afK2jiLod8Jwy7A,2.5,948,14,73,178
F706EOWbbOe_zdXrVc0jew,2.0,302,4,32,56
tsom7jUEr_DetH65ZtEc3w,4.0,4816,48,184,965
0tKC5c0idPDrMZyfMZpCdQ,1.0,265,3,29,49
qoSFVu4e8C0ZRldGaa3jWw,4.5,2502,11,262,601
Paxv-eS5fc5AkABCkdX1pA,3.0,3762,38,156,638
M0qJweLJaNO2ikd8koYn4w,3.5,5798,58,256,1102
86fq6mtHmd6VL8GROG4vSQ,4.0,4573,57,227,707
hN0eltVGO44BocEknPliiA,3.0,1158,15,79,209
J2a70YspYBqAQZgVF2b_0g,2.5,3836,34,230,826
S8R5c7-plWe3NtmijYAJvg,3.5,5584,57,224,923
CkfZ5qpLnB-_qN6G0crcwQ,3.5,198,3,31,45
thSTca8QNPLejpSDoharcQ,3.5,2518,16,165,448
ETrtpthOGuC8q7rE17s30g,3.5,5232,42,249,1141
G9FJnn6qBUXMP2IZk32h7w,3.0,6092,50,255,1251
sPI0AqWHMeJB_UeZ5FRscg,3.5,1751,14,117,334
4xpACaa99_KFokYvNLXMBA,4.0,4223,26,235,821
ZZdCN4JWbON8GyJB5FDs7w,3.5,317,5,37,71
qCOCPoxRo9_lLixup-TPTg,3.5,16499,116,597,3713
FxteKHchB9rFBHTZNTZH_A,2.0,1521,14,122,309
lECyW46mBLw_cyuP9yF8Hg,2.5,2020,26,141,443
4hqPdtPCH8rLHTet7k8-RQ,1.0,245,3,26,44
vgXE1I7c9ElcfYyZfQiN1Q,4.0,23901,200,546,4685
Nc2TtVj6py6dHH_XdWAKRQ,4.0,2818,24,147,551
I1wKHeee3qnA8Io5xGaLjQ,3.5,6697,32,281,1137
K8dQr_82-DMpDudEv8PDmw,4.5,38868,457,733,7473
QXk50LCKBJJwnQJ1Sw2cNg,3.5,3344,25,179,577
4jl0_Ny3wForCqs06DRzRg,4.5,7784,78,365,1659
lnUXlYMh0UfrtVfnYo9mvw,3.5,26623,156,730,5186
YYXSgf884lPO658lkh5QjQ,4.0,1495,7,104,247
gfdRSaGFthB2HiIVSA1raA,3.5,5344,54,225,1027
aXthTj06rRhELf3yhh-LLg,4.0,1625,8,101,304
mnNrwnFeO9Mdywxs2JY_Ug,2.5,544,4,26,87
fsnP0vhcKbB4EfGeCmR8sA,3.0,1908,24,139,412
qZGqQUvorJbNKfv6AaWhWg,3.0,826,6,50,125
Hb6n-TyLhEDdCyPyH3E3oQ,3.5,26573,222,573,4753
_JCjTIKSZxSO5PuHE0rXBg,4.5,147,1,6,10
fjHUnUP1Lt-YAbeWUx2LrQ,3.0,9465,49,362,1670
0_3hrGrrP-J5eeHRwQfZ6w,3.5,4106,38,171,697
jCyRkEpj7ma4xsZ9jyR5uQ,4.0,1565,16,141,398
GeJ-B98ljcntQSjzsJTnIA,3.5,2492,17,118,461
UGlXDK8BKOZCroDTJ8nPKg,3.5,13124,81,441,2758
0iZBk8n6Do6-488w9qCnYg,3.5,1565,19,151,347
h7R_IMg3nss8I5nV7sbmfg,3.5,14677,133,409,2536
6TuM3UyFP9O9uzTP0dVZMw,4.0,7003,78,301,1201
GePBM2lae-fkAKHcfbXafA,4.5,286,5,24,41
AZs2wkzSZ78uM5uQb430rg,2.0,344,5,38,84
XQ8YhsAo2pKY6VTbw3d8mw,3.0,914,8,130,210
iSIOHkFAh5-j9J6VUTDcww,3.0,1416,16,82,265
3ojGEFVvMY2WYk_xhmRjHw,3.0,998,9,82,210
BcZIyqmGH85qdIDnP501LA,3.5,3444,21,161,517
XH9lXn-TKGO3S3ACpOsfaw,3.0,318,5,16,53
ZWi7jD_5p4JtAZvYsTIPXQ,3.0,458,5,44,95
BBQe1NQW0s-SKjBBHelJ_A,2.5,336,5,17,45
0hY0qoXHcI3czshcrZPpYg,3.5,259,6,25,40
zg6g2yKfZc_RhUKR4_06Mg,4.0,7004,67,350,1420
bntRdC23ijuKo41SBrPgFQ,2.5,3541,29,166,670
8wrGl5E16vtCdznIHzVs6A,3.5,4089,22,216,729
FHqwLwpLjUjeLP-IdG_o_w,4.0,80128,667,1219,13355
5wVfDg9rAu9pgv5w0QLVqw,3.5,664,5,61,155
v_XRRT2q4BNrzR3lt34dwg,1.0,359,3,35,74
2mcmuAvpNIJuV3gV0v9v2A,3.5,10784,97,398,2286
MLwZB6mXpzfFyENYLAnG0A,4.0,782,3,58,129
gWRJ_Zyl2gtx_pCNTKnG2A,4.0,21973,186,504,3883
VCDl24n2Bx6yHSWrfHiMiw,3.5,1113,10,66,180
shlAd7PLzWlQrkQ0uYcBBg,3.5,4641,59,196,877
OQFCVAIrw6eqtRhK3ZB0MA,3.0,2298,16,96,303
j_pce4pG9krrBeYwUni8Pg,4.0,83303,675,1349,13621
axGfIs1D9X487_-ZA_wcQw,3.0,812,13,52,162
MRTK3Saw3qg40z5mjW7cFQ,3.5,1071,10,94,247
c3xkboF2p9rfzUFpBBn_tQ,2.5,2502,25,119,408
LN3OCT1xOedbf65xKzFSNw,4.0,6079,59,276,1171
zkoqmd1Upan17jpSl3e4ZQ,4.5,84,3,7,8
ShnaTLzPuhql6Qv7cdKPAw,5.0,506,6,24,54
y64emAT5wGuCiqJgRbCXIg,4.5,1132,19,92,221
KhJVLpvx3_EPZSoOA76TgQ,3.5,200,5,28,46
B7txe-1iQs1A2rmFMJ8uug,3.5,7261,76,289,1466
qf5lzhvdMcdVkuow7dnO3w,3.5,9400,95,334,1685
Y_Y91oeUrIwYa18F8ey5NQ,4.0,9452,101,392,1997
apEkYsUz31lI3tcJoC4HbA,3.0,3833,38,180,684
DtvYgBK6qrRyVRr8TdRyrA,3.5,13639,99,410,2533
vJStjloE8hsI94Bc9ucbSA,2.5,1679,16,116,310
gvSB2TlcxAOs_ppZ44iirg,3.5,3180,23,147,611
3xtsKiY-vUUa3yWrBhYIqA,4.0,419,5,26,75
MyGH3O8q053OoJm5JikCRg,4.0,3345,35,152,509
dipVtFpLax3vV2wkzrTy8A,4.0,1224,12,111,254
OlfNWgSITIBffeLC5KWidA,3.0,1149,13,93,215
GvwDppcJLm9lso9iS2hSIw,3.5,6222,69,238,1187
IOWc8aOdw3ej9uYnu2TDGw,4.5,339,4,30,62
DWxHaMN_6yJskjxK_rt_gQ,4.5,292,6,31,64
rsw-dn9xJGsfG7DjL-IyXQ,3.5,1584,7,294,444
U6WDGMA7Bqxqw_tDQjbsZA,4.5,298,6,30,58
q-qjZDKcBdDRuIUxj7b97g,3.0,10925,77,310,1777
YJmHANxQvmldWbxqzwdaQw,3.5,4029,39,186,762
dxXA3g3AQBFGBwLE4-tuaA,3.0,270,4,33,40
4C-lKI0L6bloWChrqXM5Jg,4.5,3816,37,139,549
1PSnPPFVfp03iPfJRPWWQw,4.0,7259,57,232,1229
j8nyAaN_w5t6wYv-ni23sg,3.0,11930,73,342,1775
jYm2u-ElrIKOPAvDfUGhkQ,4.0,553,4,31,82
IIivgI-h8mGfy9SFYqQg_w,3.0,420,4,25,59
6HKjKhgDLBpuZFNBOCzVQw,3.5,3790,49,177,705
JN2qXIuDXnV2d8WnSqd28A,3.5,6775,51,286,1240
OHsuvX4rmhnPvvRBb-QK7A,4.5,59523,489,958,11508
I_h0uin_oo0WNqFy3qKEpw,4.0,7940,52,362,1670
agLIxM7QfuJmfTNf6ktaOg,2.5,649,8,39,118
XiCnbGY6R92Ji7r38jceZA,3.5,4752,45,152,829
W60Wa4fltX85k3T9VoKOjg,3.5,2464,26,160,529
um2sEf_ITsCc536kPQ6Umg,3.5,2308,21,107,306
fJJw8Bvw5QP4j0GqE94OJw,3.5,3111,33,183,623
zzgXEteMduykqN8JAUG4CA,3.0,1085,8,80,195
ILq2a9DlPDzTWG8t-fOwXw,3.5,256,3,33,69
q5g_zeAdwsZQp0p9GPnTJw,4.5,138,2,16,21
r3J0jQcvXkFBhGyqF0Op0A,4.0,6595,63,210,952
9UgwLTF5mSf9ip2xEYYy2g,3.5,2209,18,157,448
OjNTZTZ6HYQghJN-3jmwnA,3.5,7763,55,314,1433
h-HXnjsf6ZMVj7g4X74Qfw,3.0,668,8,28,73
mxGrfzXVtdUwhEem494TFQ,3.0,547,4,32,81
3st_g8-2-ZgQhJ6N_174QQ,4.0,5429,46,263,1110
JQVAU-HWBnrBGpGB6OvFfg,4.0,1523,18,96,246
3KCL_Bu8mOk-h7Bp-IXL8Q,4.5,13643,98,418,2327
w3auuIZmKCdk2UvQbonyMQ,3.5,7745,65,365,1593
DaE0cV5m3yGaPEaMEUnzZg,4.0,None,None,None,None
dqncTW-gl0UgLhfjZcUgCA,4.0,744,4,52,111
e9nN4XxjdHj4qtKCOPq_vg,4.0,26418,262,696,5505
O4GznwWobGqx01DUlijgZA,4.0,6275,64,277,1213
DWpHuxLVW6tVldtMkzplQQ,3.5,4935,29,199,750
QJlab4DqvBRJPUfg7Vn5ZQ,4.0,87315,658,1757,18082
bK3TRL0Bie8GLEBHMCCfQA,2.5,431,3,32,73
oR8DWu4orNyi1NGbWig-cA,4.0,624,8,72,109
BWaCdx0LgVmIGNkwiCBMEg,5.0,759,5,55,121
aozcOaCMwOHG8s-lbZ6_gA,3.5,8797,100,351,1885
n_ZuPiXgB4YPbkuSINpabQ,4.0,89329,722,1223,16286
rzH3NU9teI9WVKt-hBsJjg,4.5,20586,155,491,3522
iLmW-Cir135JMhAsBHP9qw,3.5,1581,17,121,286
nSz7ukSlo9mW6YJdvb5mRw,2.5,365,5,20,37
L1sdEXMeYFzyiEJFnrgcpQ,4.5,9,1,2,2
9zOibjFnfQMYa5fwX9P24w,4.0,841,9,76,198
u6QHP2ogsqnQHnhwa6Q03Q,4.0,2978,35,118,458
cC08otMSMx_S4eUbmElKew,2.5,4012,41,209,799
VuPhv9CNIHLOzS2JeDwLOA,4.0,363,3,39,60
r0ZoytDjK4CY5ytFNjZLvw,4.0,49634,474,899,10600
vOlDhPnwnr0J3qpT3yeKYg,3.5,1346,9,39,152
QVjchABWbfnMD8cnvtk8RA,2.5,None,None,None,None
7V4ppqjixjQ0S4CYaBs82g,3.5,450,6,24,42
s93PtWxihLbhK5Jg_FttzA,3.5,29171,268,663,5399
nF_mARnVRFQpS3boDNgy_w,3.5,499,6,12,36
i0rx72IqWuGOyWadGjRLVg,4.0,4886,54,223,1090
r9JJgiHpNLYQ9-p28nhZcw,3.5,3184,19,134,589
MdCOlabcfbxwc7zFLVgRuw,3.0,593,6,41,103
1RLGEWT2iU_wYUr6L6QQzg,3.5,4073,41,244,859
Z8COB4whbjphUrWNRXtZ_A,3.5,2201,22,96,416
ywoalDKiE8wBg--SPomQbQ,2.5,1584,11,91,287
3fWX1wBJDsDiMsFZ1iFzyA,1.5,877,15,47,138
bffCUYaQ4FejTfu_xFwjyQ,4.0,736,9,45,98
bAkVxrXzYO3772VF6o0_cA,4.0,4578,29,210,857
b6ZagkhPwEwQCDBB7KkVPA,3.5,2408,20,118,377
KxJ5DRcSo83N-GW4f_gMQQ,2.5,4326,26,206,812
PSSb7S4t8j4W3RtjY-9fiQ,2.5,786,10,49,124
94tqDP9jqemQY3LzjeEOkA,3.0,2729,22,160,451
c1JU5rNa8CYupUNklOpjHQ,2.5,2900,20,139,488
XzdJdCEZyopW1RjFfxcK8A,4.5,1799,11,116,293
PtliQzV7TJPusYbts3LJ9w,3.5,333,3,34,61
I-liDpQevoAroSxB3H9fTw,3.0,1726,11,125,295
qM2I6EnvzeVDN93StYkIYA,4.0,9382,83,477,1833
F3SEkW6v2LJ5y6Ldo5pPaw,4.0,4718,58,237,1001
cJgUGE4iukuXB6QlYmHwmA,3.5,238,2,29,53
JQpmsTVp3OSfFT6CubgxCQ,3.5,562,10,36,90
k0qo_gk1rB-ImG9kUZTRtw,4.0,239,6,25,36
vk_yD30D0xGjz-Gn-Z1-lw,3.0,1549,20,112,321
2qf-0qkDNh7r8iU0498htQ,4.0,1429,18,77,249
p2XhSODHjatBgzADBV4xvw,4.5,427,7,19,45
xP-6TN10JA_7C6-V1-JOEQ,3.5,1389,16,65,216
80ApmoO46d_HO3QS8aMUKg,3.0,1667,7,137,382
hAxs5iWFrY4gKf6D_dPNSg,3.5,1301,8,117,310
jxpJpHxWXVWUK01onNXydA,4.0,11048,129,536,2033
9LWHrYjDQNjFSNH6VbSFrg,3.0,3543,31,213,833
JEl3vU-aRIJa8DYh_lNLoA,3.0,1371,14,93,265
qt1L3A6TpSw_36uFsugUew,4.0,5409,57,226,828
zCCSkDIz7KUHoDDdN64L7Q,3.0,178,2,58,68
nREHMbIzWdfWtOh4l1bT3g,3.0,67894,435,1043,10664
T1XOnKixdn10ILcNYcrTBw,3.5,123,3,55,57
kvxrjOmicwb2njvXOJsZRw,3.5,1714,23,82,258
hCtyvahPsEOUb38LKxEQNQ,3.0,8034,54,331,1678
bBbzOAtmmgdou5lCFEKr9w,3.0,4081,19,188,716
zMF2awzHDj3Q7CeH_Xojww,2.5,225,4,34,60
q33WQvdsAeJHbTDYnCvxMw,3.0,3440,32,135,535
UFyNuxNcuoJ6peYZANEh5w,3.5,13748,104,516,2612
gBJkm5lDB1sjSibaYo0gPA,3.5,1192,11,82,238
I17_6efrmTE-znKllkjZOA,3.0,1057,15,83,175
ROBQugKx0b0fId8D18tBkQ,3.5,753,6,114,190
VWhRZy_PFKYNU8qFxMvSRw,3.0,1784,18,98,316
p317g5ZNIO4MBjaOrY0kiA,4.5,472,4,34,61
dWkk-jlHMcMdLgcIFl_KvA,3.5,9179,78,332,1589
AL2w0DAM7-6sJkBVI2qtHg,4.0,6129,47,190,1060
kvrITnWyepqlf1UZl2caCQ,2.0,4018,41,297,812
Ug97walz3YLxPMrpkktsFg,3.5,11524,118,401,2136
e8Xh5J6w4UngNoiRc5hLNQ,3.5,441,5,61,81
g15qf0dUuu_aMN3mpY5quA,3.5,1078,10,296,349
a0UCgr9M4HpZX9iIl39elA,4.0,1365,15,107,248
DKt5E18rBB4eidukW26Vxg,2.5,1584,12,69,198
Lu0N7DPZKJ6OHBpwsymwYw,3.5,965,9,88,178
EcVXqM7yZZeOO6jrLR-_xA,2.0,1090,5,58,211
ILoDsxtqtLU2oTMaf_laGQ,4.5,16156,181,434,3259
esfEW39ZrwbSAyAri3J3PQ,2.0,862,10,30,145
SCMYAkofvwKmI6ChdZFxIg,4.0,920,11,69,154
zTVjTJYlRW8-cT5IQZpkBg,5.0,1361,29,112,272
kLHPR_eUmAsOl-XLJSSO2Q,3.0,1749,15,116,300
xkTVRf8dqlzpXXPPn4F2qA,4.5,2538,19,149,391
o5FayPBWxlmOAmqsYTUO4w,4.0,345,5,63,89
WvcDPv5Kk2xAKhmUoFx7TA,3.0,8130,70,381,1510
dW8Xdi9L5xYHSGfohg8IdA,3.5,1689,18,94,227
htwLFap6Oe-k-Gj2xTnjiA,3.5,3243,32,196,730
xheJf3qJLLf4-Ck8ay3GFg,3.0,50677,499,688,7538
6dLihxk39LdNnTC4JMbA0A,4.0,6293,43,217,916
iYXCg4cxtbpAPYbHcOEh_g,4.0,4770,54,235,962
O-kpr-VG03MGOcnHaq_1Yg,3.5,1218,6,87,206
eR_vyBCRhMQKhmHbxFkPVw,2.5,824,6,55,163
l2VDG2OSDQiw5l_MLPx8IQ,3.0,45,1,5,7
zizuoDgDkNCtBzCj8T-Jbg,4.0,738,8,30,105
fQ7SbA43Tyv6Iqh8GbyqxA,3.5,2517,14,138,498
9pUPWfv2SV6DpzJRIlDYeQ,1.5,666,6,46,77
4Gn1RpmETdGKNGIvzQNYiw,3.5,437,3,47,97
SxWpUJPBKpDwnt8DbVgVwQ,3.5,4511,53,205,883
jUqEkkM233NIJuYHRtfPSg,3.0,924,9,72,184
lmY05KHoqyFZjGsuHYx-HQ,4.0,30207,195,796,5511
Mgn-HWhZIDO0LNvdjdrfDg,3.5,1801,15,131,368
9r5YLKGTdQz_Q29cBifePQ,3.5,9393,75,306,1384
N1SH5D1tOUqBlCylPplqPw,4.0,3098,20,155,620
O6-ZPDz_W_NwkCyf3UoPiw,4.0,248,5,26,32
-ULJMKOp7_4h63Ry1VSKAg,3.0,583,5,49,107
AOTOKHGbEorQSWr-KVmHZw,3.5,4576,45,173,771
gJ25nMGOHKUwpnvv6iAAkQ,2.5,193,2,23,36
yBpHUFwzmWtBlFEFQ0-3jA,3.5,6326,42,307,1249
CFdPTWukph1ownRkLiglJg,4.0,2157,22,150,435
Bg5-OSGPOraCCyi1xNplsw,2.0,692,7,29,115
ziaSXim-Om_a62V7X0GSpQ,2.0,1085,9,77,165
Atp1VH9m4_BizRyFluM-oA,4.0,1841,11,120,438
GNdHiQecnQjzVXIbHqncZA,4.0,651,4,51,133
-9Zy-3vhvOtsY5u2taOfQQ,3.5,1771,18,127,357
r5vubOtIllL_hVZE9qXeFw,3.5,996,13,70,143
XYiT9CI5hQsIR-ALddx_dg,3.0,2873,30,156,597
7y9h5HLuG7OomAipoKGC-w,3.5,1640,18,135,370
WOAPt0iUPJ9Tdsv5h-Z1gA,4.5,923,13,39,136
JjNzg4kWtynK-brdgKh-9A,3.5,236,3,29,48
HswqahLE8_fuourGE_UPVg,5.0,858,10,41,100
OatOo0zMy8tKiW2msG8HVA,3.5,332,3,36,66
cCnQXsHjzKVULUYdG21_yQ,3.0,1072,11,64,224
-0GkcDiIgVm0XzDZC8RFOg,3.5,10205,91,360,1544
zqapRXMTcmknImGWZcnZ9g,3.0,923,8,91,162
T7oEu7M8SENdblqT31GjpA,2.5,486,7,37,84
XeoeF0twXRV4mUZJgIjc8A,3.5,7296,52,367,1452
jltLP6_SrYYkynpSuxVlwg,2.0,1864,10,138,350
mM4JGpza3KkegHYUN7T79w,3.5,3103,31,153,584
1eLPQ67ayM5JoV7O7mn0kQ,4.0,1389,11,103,240
F6w31tLukw6LqiTCPK2Ssg,3.5,1481,15,96,300
f-XtX8_7f-LyJfTr_2wjag,2.5,1785,7,94,258
P6gg-9Cfh91ZVWE_vctGAw,4.0,43,2,19,19
m_fi31gTJ1aASUZbS3QioQ,3.0,332,6,39,73
9NG_-_pdzfzFTlswEhJ-1g,3.5,2373,35,138,471
0MdwA1XvrmrSS8vpfLwHIQ,3.5,816,5,70,163
kQ37jt5MPgZl6ItREG-AIQ,4.0,388,6,44,85
XA-mMT47rFZNEllPBCYWQQ,3.0,4895,47,139,699
nXf-BsH3EgtoCPqmLS0M7A,4.5,6099,56,267,1208
sZPX_diXfk41qqVvXxGvMQ,4.0,453,8,47,89
U2j0ImoVBVYqRvSRVFnMyg,3.0,499,6,43,90
9IlsUWl2XdwCzYPgyLDkIA,4.0,6048,65,227,1217
Pu1eLP0H-ZCuBikO03KTNg,4.0,4643,46,238,938
6mq0k7vDZtlBjghMaEMbHw,2.0,635,6,19,102
UyXONLtMwszB4ojSYeFg0g,4.5,805,10,80,186
YTOU3COVuBdABXb3Wci_IA,3.0,2420,19,142,490
DKBtVEVkLJmT25aMbcvTcA,5.0,3423,37,178,569
2LReRp3yoccIQDV8LYaSqw,3.5,523,4,61,117
AIM_3ESPX13J4G4ZNVOY_g,2.5,937,8,82,146
8lHJm7hAlfsUNbVb3YaSMA,4.0,3148,35,149,379
szcPQs5JVAl3iDvRBpvghQ,5.0,14094,124,378,2861
3QPwxHWoiwTXscuG7_jecA,3.0,6495,73,238,1183
ee2JJWsou6UbakYRHEqxfg,2.5,853,9,59,165
tFDuF_WwCB_AI_RlgHQZ6w,3.0,122,3,39,42
KmmrH1A46m8K8r_-rwWL0A,4.0,1610,21,98,260
L2FNrbAAWwDA2Qgks7LVYg,2.5,1773,10,72,192
kc9KQuw1AcfkhSO0Imy3Xw,3.5,2540,27,124,477
2B-pcUEMVkhghGAeuptxBA,2.5,400,3,25,57
BY5vQCkob7bO7S-9Z8QQZA,4.0,8290,27,229,1175
YYy3aQoLvjLhXPkpB32uzA,3.0,8919,74,363,1655
TsD1cUoAas0Lv0UtT9-sdQ,3.0,6372,71,197,946
qxJKu2xuvxfrI32pKI7HEA,3.5,9697,73,265,1344
YZnpM9gWRIKAZmlzPDBvDw,3.5,900,12,57,151
nzyXuP1HlxvUxZTLNJWiBg,3.0,517,8,45,102
k3BejeuKZLFIvbxfT3fecA,3.5,4192,35,252,709
MkG0X_ubfBRoxvjxYvldbA,3.5,1299,19,77,261
FJe0PrtbRzP2jZZYctdkXw,3.5,4158,45,197,668
jvK2T3aoiKprAf5wf426hA,3.5,6365,60,299,1290
KnT4mJRLvi_57lsWtflWmw,3.0,1346,16,68,199
wS6Qh5NkoPKDwjA_vbUcfg,4.0,3340,38,148,455
cyibZ2ijuDshKHlQs4IB5w,4.0,3955,39,470,979
GIOrbXyNmF332SWArLURNA,2.5,4522,30,201,765
qr1u2QOYqR_53oUJQWgftQ,2.5,347,3,17,37
glalhJa7wFWPIoJLBvKGfQ,4.0,12446,103,353,2129
d1dwAa-FxyowEHMGSu_lNA,2.0,448,3,51,107
y6NFyThUU2wtTNa0rX7VrA,4.5,90957,623,1387,18134
jc3dC9OFvy8lmHBVDoG3Yg,3.5,978,8,56,146
6xVLUcXXCCYQ9Boe8bhdQw,4.0,3265,21,180,559
CfdCsVkzzM3uJKGRzA0ufA,2.0,12106,98,347,2100
lnAVU4ppvd3p1NCQ6osCFw,4.0,374,6,38,61
WWDHBppRDnU_rNGH-tI1xA,4.0,518,5,42,75
jWuPCzdyM21_mBMwBhcXag,4.0,296,3,23,35
Uprew1lLvoZGMaDPlP9Yiw,3.5,4711,39,206,1013
LHzVPddSPzMECho55zCf0Q,4.0,22560,232,537,4202
ws4GoXHP9b574SIbfSOw7g,4.5,606,3,51,77
4J-zAaVif1-R-xCJ-2N7Aw,3.5,475,5,55,81
FejYzn6FjVArZxkV-GWA6w,3.0,1084,14,72,218
qhef8-iR4I3litatocWBpA,3.0,378,5,50,89
04SKYBXRAqeYIuuVDzwKNg,3.0,1280,11,79,271
XZP1kK1-j4UxQ2KCuww9GA,2.5,2071,19,124,340
jNznjS_5scWjZbuXPM2mgg,2.5,4072,23,165,676
38hRKTr67-RnoryoBtapoA,3.0,1977,19,80,284
WcawfXDP0k8UfLyEoz_cvg,4.5,7533,81,267,1468
YZwtBSnVXk9CaH2buM-pcQ,4.0,927,14,181,254
zBacxYJdcxmJETelXMt9aw,4.0,23310,186,688,4638
nwVGjLVWCzmX5hm8xI2O2A,4.0,3483,22,192,754
AqYrDAMzoRER7Mj8bJqAXQ,3.0,1227,8,63,169
Xk5iznUPktX7wx3dlRVWUA,4.5,564,7,50,103
BOp3jcpYy31M85H1DLnEEw,3.5,17545,107,602,3196
qcm7pfIdNn9XBuPEtoogbw,4.0,11282,89,380,2183
QJV9AxLMwCV5qYCOpItDqw,3.5,3924,40,128,559
Mnph0YzocIltP9_216Zpig,3.5,775,5,50,121
mDdqifuTrfXAOfxiLMGu5Q,4.0,274382,1414,2394,52424
aGu4IdrFp_7XJnCk4QeEsw,4.5,379,2,54,76
ed6RnUHJJlyFnhJpuiHpKg,4.0,4534,48,183,820
GQOUcI_eUFjuczwwT7okOA,4.0,383,5,31,73
4KOlK2p7ht4lpcsnDVL-TA,3.5,262,6,41,68
sJxTGpYzpN14aG0_pbc0kA,3.0,5665,56,241,1011
l6QcUE8XXLrVH6Ydm4GSNw,3.0,1725,13,87,344
Rx3x7Po4WOCGzNoeJ2SJcA,3.5,309,7,47,70
GHiBDQpG5_FR5hhgnmisUg,3.0,1555,5,91,231
gJrYa8zt84G5B5-Q1YQc9g,5.0,1627,19,51,142
Ho1cBoj4aB7U0zJ4cAWHbA,4.0,855,5,62,148
JZIrpctrRbJwmQvCPaThtQ,5.0,563,14,58,111
zpsDyx9wh7LYjtBLTpu_-w,4.0,2446,23,68,202
66XRExJOYvkbKiYfc2JQhg,4.0,1188,12,67,191
WsgcDmTPfRNGos90P_t4Kg,2.5,2462,20,148,411
dGMk9Rg32zHoYBKI7zPsrQ,3.5,11681,120,376,2078
oDEaIbq68RkKu2z_kLeMdw,2.5,413,6,37,60
kfhlEFpZlKIfInAC5XDuxw,3.5,612,12,62,132
sj3K8pzLRzTpYn9JSp3-Bg,3.5,768,3,48,83
o_wRqOpli9kyZGXlJtLLdA,4.0,3336,35,130,436
xMK01ZbVUYLLoyqoeWAIVw,4.0,16525,151,456,2899
PXrsumesCPA9MkhQv_amgg,2.5,429,7,47,85
7QUM_qi0zUC-ZP5_qHoSJg,1.5,242,3,19,29
VLcQ21rZqTUbrzzE8-XgHg,1.0,90,3,5,5
CSs8bfkceBOmdUZtIeUYZw,4.0,753,3,60,122
mpkqgw2QgMQUmhXdPwGGww,2.5,1014,9,85,194
AMwr-IwwaamJ2l3Z8yce6Q,3.0,9635,90,286,1495
CCHoB_VAjaN6x0GNlgl86w,3.5,901,9,60,137
_2HWFHK32CRER39vR40oRQ,2.5,675,4,66,133
modnOTYDsotSTmWKXBJvpA,4.0,1174,15,83,175
z0rAS1Epu8VtVunP_QxbmQ,2.5,737,4,42,101
0D-b8L0yFcNEi9k5mkoXiw,4.0,1882,27,126,405
o7hubx_1TR2iVf36NSI0MA,3.0,4847,28,282,914
g9jX2oXQr8zrOQgynYnYjQ,4.0,7969,108,259,1479
rQ7arVWx_IfTXbnWBfqG9w,2.5,3441,38,203,738
dbObnYBNgKR-ADGhLfLm_A,2.5,1436,12,58,181
dFXgRj_phCWvsXiS9_pBoA,4.0,1378,24,77,258
lWfzPdsNeO979PHZxYiVhA,3.5,12885,93,418,2408
LkKMpVp4O_CQYOsqn0k1IQ,3.0,358,7,27,65
RW0rGTdFMNJLWZlN2ibxmg,4.0,1799,25,104,329
O5BaxsfXVo7kwX1YnjyvzA,4.5,860,14,69,190
Kle8p08OShKRw5zwH4R1Gg,4.5,41628,293,930,8271
FNNs05wR2Fmt3XQDXRoNFg,2.5,1570,14,89,279
ELbBgsX1rccs9ZZ9c9p9PA,3.5,111,1,30,30
vwcrtzGmBpQEfK-1xlrmyQ,4.5,1285,11,99,288
Yw86Jnab9ixke9xJ5pLhMQ,2.0,5543,49,226,1164
9eLBUR4i5mnV5A87pVATIw,4.0,420,4,53,84
EMDooiC51Vhgup73MxmQHg,4.0,1875,16,121,387
-uYu2cA8Z3auYhwtlT-VXg,3.5,357,3,38,77
Qcg-Ho7I6niCGNlfEasZNg,2.0,787,10,34,98
7Bo5euBLu97PQ1PfoXMewA,4.0,366,4,76,100
5srQ6-Z6dds2xqm4GVPxiQ,3.5,173,2,18,35
LpCfb1mXNj67Iz8y9XcuwQ,3.0,342,3,48,76
MlhRPjzp00BxNA0ZK7W2zQ,3.0,285,3,116,131
WM8sy8FjrU3PpxN_NI02ZA,3.0,6096,66,256,1056
gUz5Gdf7biNIhTQwg2V6Gw,3.5,7296,57,314,1399
_pvscBsYKIj6xlNoj_sdfg,4.5,316,3,38,63
rwTTrgEw4euLFsWW2vXOcQ,4.0,743,9,69,135
6im1NjRqx5ih8I_B6qdQNg,3.0,283,5,11,27
LzreyGNkVTYw4JFuSxWstA,3.0,869,8,65,142
OopcnYw8obDsJc_do6vZOQ,3.5,4545,33,188,856
